experiment_id,run_id,preset,timestamp_manifest,hostname_manifest,hardware_target,hardware_role,backend,accelerator_type,device_count,dstack_gpu_spec,workload_family,workload_runner,workload_description,operation_family,execution_mode,signature_label,fsdp_degree,tp_degree,global_batch_size,sequence_length,shape,hidden_size,vocab_size,token_chunk,vocab_chunk,chunk_configuration,token_loop_count,vocab_loop_count,chunk_loop_count,cce_loop_count,mesh_configuration,warmup_steps,measured_steps,seed,repeat_index,cce_profiler_experiment_id,case_name,run_dir,xla_dir,profiler_path,scenario_group
21,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc512_vc4096,4,1,16,512,b16/L512,320,262144,512,4096,512/4096,16,64,1024,,"fsdp=4,tp=1",3,10,0,0,-1,exp0021_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc4096_fsdp4_tp1_tc512_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0021_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc4096_fsdp4_tp1_tc512_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0021_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc4096_fsdp4_tp1_tc512_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
22,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc512_vc8192,4,1,16,512,b16/L512,320,262144,512,8192,512/8192,16,32,512,,"fsdp=4,tp=1",3,10,0,0,-1,exp0022_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc8192_fsdp4_tp1_tc512_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0022_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc8192_fsdp4_tp1_tc512_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0022_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc8192_fsdp4_tp1_tc512_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
23,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc512_vc16384,4,1,16,512,b16/L512,320,262144,512,16384,512/16384,16,16,256,,"fsdp=4,tp=1",3,10,0,0,-1,exp0023_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc16384_fsdp4_tp1_tc512_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0023_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc16384_fsdp4_tp1_tc512_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0023_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc16384_fsdp4_tp1_tc512_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
24,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc512_vc32768,4,1,16,512,b16/L512,320,262144,512,32768,512/32768,16,8,128,,"fsdp=4,tp=1",3,10,0,0,-1,exp0024_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc32768_fsdp4_tp1_tc512_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0024_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc32768_fsdp4_tp1_tc512_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0024_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc32768_fsdp4_tp1_tc512_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
25,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc512_vc65536,4,1,16,512,b16/L512,320,262144,512,65536,512/65536,16,4,64,,"fsdp=4,tp=1",3,10,0,0,-1,exp0025_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc65536_fsdp4_tp1_tc512_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0025_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc65536_fsdp4_tp1_tc512_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0025_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc65536_fsdp4_tp1_tc512_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
26,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc512_vc131072,4,1,16,512,b16/L512,320,262144,512,131072,512/131072,16,2,32,,"fsdp=4,tp=1",3,10,0,0,-1,exp0026_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc131072_fsdp4_tp1_tc512_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0026_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc131072_fsdp4_tp1_tc512_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0026_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc131072_fsdp4_tp1_tc512_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
27,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc512_vc262144,4,1,16,512,b16/L512,320,262144,512,262144,512/262144,16,1,16,,"fsdp=4,tp=1",3,10,0,0,-1,exp0027_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc262144_fsdp4_tp1_tc512_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0027_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc262144_fsdp4_tp1_tc512_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0027_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc512_vc262144_fsdp4_tp1_tc512_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
28,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc1024_vc4096,4,1,16,512,b16/L512,320,262144,1024,4096,1024/4096,8,64,512,,"fsdp=4,tp=1",3,10,0,0,-1,exp0028_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc4096_fsdp4_tp1_tc1024_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0028_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc4096_fsdp4_tp1_tc1024_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0028_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc4096_fsdp4_tp1_tc1024_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
29,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc1024_vc8192,4,1,16,512,b16/L512,320,262144,1024,8192,1024/8192,8,32,256,,"fsdp=4,tp=1",3,10,0,0,-1,exp0029_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc8192_fsdp4_tp1_tc1024_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0029_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc8192_fsdp4_tp1_tc1024_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0029_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc8192_fsdp4_tp1_tc1024_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
30,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc1024_vc16384,4,1,16,512,b16/L512,320,262144,1024,16384,1024/16384,8,16,128,,"fsdp=4,tp=1",3,10,0,0,-1,exp0030_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc16384_fsdp4_tp1_tc1024_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0030_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc16384_fsdp4_tp1_tc1024_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0030_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc16384_fsdp4_tp1_tc1024_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
31,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc1024_vc32768,4,1,16,512,b16/L512,320,262144,1024,32768,1024/32768,8,8,64,,"fsdp=4,tp=1",3,10,0,0,-1,exp0031_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc32768_fsdp4_tp1_tc1024_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0031_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc32768_fsdp4_tp1_tc1024_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0031_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc32768_fsdp4_tp1_tc1024_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
32,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc1024_vc65536,4,1,16,512,b16/L512,320,262144,1024,65536,1024/65536,8,4,32,,"fsdp=4,tp=1",3,10,0,0,-1,exp0032_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc65536_fsdp4_tp1_tc1024_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0032_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc65536_fsdp4_tp1_tc1024_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0032_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc65536_fsdp4_tp1_tc1024_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
33,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc1024_vc131072,4,1,16,512,b16/L512,320,262144,1024,131072,1024/131072,8,2,16,,"fsdp=4,tp=1",3,10,0,0,-1,exp0033_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc131072_fsdp4_tp1_tc1024_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0033_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc131072_fsdp4_tp1_tc1024_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0033_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc131072_fsdp4_tp1_tc1024_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
34,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp4_tp1_tc1024_vc262144,4,1,16,512,b16/L512,320,262144,1024,262144,1024/262144,8,1,8,,"fsdp=4,tp=1",3,10,0,0,-1,exp0034_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc262144_fsdp4_tp1_tc1024_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0034_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc262144_fsdp4_tp1_tc1024_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0034_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp4_tp1_tc1024_vc262144_fsdp4_tp1_tc1024_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
35,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp2_tp2_tc64_vc4096,2,2,16,512,b16/L512,320,262144,64,4096,64/4096,128,64,8192,,"fsdp=2,tp=2",3,10,0,0,-1,exp0035_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc4096_fsdp2_tp2_tc64_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0035_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc4096_fsdp2_tp2_tc64_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0035_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc4096_fsdp2_tp2_tc64_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
36,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp2_tp2_tc64_vc8192,2,2,16,512,b16/L512,320,262144,64,8192,64/8192,128,32,4096,,"fsdp=2,tp=2",3,10,0,0,-1,exp0036_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc8192_fsdp2_tp2_tc64_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0036_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc8192_fsdp2_tp2_tc64_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0036_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc8192_fsdp2_tp2_tc64_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
37,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp2_tp2_tc64_vc16384,2,2,16,512,b16/L512,320,262144,64,16384,64/16384,128,16,2048,,"fsdp=2,tp=2",3,10,0,0,-1,exp0037_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc16384_fsdp2_tp2_tc64_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0037_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc16384_fsdp2_tp2_tc64_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0037_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc16384_fsdp2_tp2_tc64_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
38,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp2_tp2_tc64_vc32768,2,2,16,512,b16/L512,320,262144,64,32768,64/32768,128,8,1024,,"fsdp=2,tp=2",3,10,0,0,-1,exp0038_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc32768_fsdp2_tp2_tc64_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0038_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc32768_fsdp2_tp2_tc64_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0038_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc32768_fsdp2_tp2_tc64_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
39,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp2_tp2_tc64_vc65536,2,2,16,512,b16/L512,320,262144,64,65536,64/65536,128,4,512,,"fsdp=2,tp=2",3,10,0,0,-1,exp0039_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc65536_fsdp2_tp2_tc64_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0039_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc65536_fsdp2_tp2_tc64_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0039_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc65536_fsdp2_tp2_tc64_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
40,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp2_tp2_tc64_vc131072,2,2,16,512,b16/L512,320,262144,64,131072,64/131072,128,2,256,,"fsdp=2,tp=2",3,10,0,0,-1,exp0040_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc131072_fsdp2_tp2_tc64_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0040_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc131072_fsdp2_tp2_tc64_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0040_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc131072_fsdp2_tp2_tc64_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
41,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_chunked_matmul_loop,torch_microbench,PyTorch eager chunk-loop projection matmul without XLA.,chunked_matmul_loop,eager,b16_L512_fsdp2_tp2_tc64_vc262144,2,2,16,512,b16/L512,320,262144,64,262144,64/262144,128,1,128,,"fsdp=2,tp=2",3,10,0,0,-1,exp0041_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc262144_fsdp2_tp2_tc64_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0041_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc262144_fsdp2_tp2_tc64_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0041_gpu-a100-80gb-4_torch_eager_chunked_matmul_loop_b16_L512_fsdp2_tp2_tc64_vc262144_fsdp2_tp2_tc64_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_chunked_matmul_loop
